fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,class
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
0.117647058823529,0.0392156862745098,0.0,0.137254901960784,0.0196078431372549,0.0980392156862745,0.294117647058824,0.0,0.0,0.0,0.156862745098039,0.0,0.0,0.0,0.0,0.0,0.137254901960784,0.0,0.0,0.0,3
